1.914560000000000000e+05,1.318088668062532998e+00
1.939370000000000000e+05,1.318176863220291484e+00
1.958900000000000000e+05,1.318618695753304593e+00
1.986610000000000000e+05,1.319265199091117946e+00
2.015070000000000000e+05,1.318655861501875748e+00
2.014690000000000000e+05,1.318346546510069883e+00
2.016220000000000000e+05,1.319037456870803871e+00
2.012580000000000000e+05,1.320468100578032322e+00
1.999400000000000000e+05,1.319368090702818241e+00
1.999420000000000000e+05,1.320001707818799552e+00
2.002810000000000000e+05,1.317597529449505922e+00
1.992950000000000000e+05,1.319465377212920565e+00
1.979210000000000000e+05,1.320934753097337433e+00
1.980480000000000000e+05,1.320860246962973328e+00
1.988810000000000000e+05,1.320205804274213301e+00
1.992660000000000000e+05,1.321798093157033005e+00
1.983510000000000000e+05,1.322432941927207617e+00
1.989530000000000000e+05,1.321925900679066235e+00
1.988220000000000000e+05,1.321925322824041960e+00
1.995560000000000000e+05,1.320058546131885890e+00
1.997680000000000000e+05,1.318899694109203713e+00
1.977180000000000000e+05,1.318886248632208380e+00
1.963400000000000000e+05,1.316402594622385180e+00
1.948080000000000000e+05,1.315573106454651642e+00
1.930410000000000000e+05,1.317071030891100225e+00
1.914970000000000000e+05,1.319207221429395949e+00
1.915850000000000000e+05,1.318667513747784126e+00
1.923300000000000000e+05,1.319853149776272216e+00
1.943990000000000000e+05,1.320578776908246654e+00
1.978320000000000000e+05,1.319846585620667145e+00
2.020560000000000000e+05,1.316390273716595782e+00
2.016850000000000000e+05,1.318107317821651137e+00
2.039450000000000000e+05,1.319455764346890492e+00
2.055170000000000000e+05,1.316612492783095778e+00
2.075190000000000000e+05,1.315758066605180021e+00
2.078340000000000000e+05,1.314878012215043412e+00
2.084750000000000000e+05,1.314543964819955946e+00
2.093580000000000000e+05,1.315078565049954795e+00
2.100660000000000000e+05,1.315830407334630303e+00
2.094720000000000000e+05,1.321750613512284067e+00
2.091160000000000000e+05,1.321498237430752676e+00
2.086170000000000000e+05,1.324007093373612554e+00
2.072770000000000000e+05,1.323966980938239502e+00
2.066340000000000000e+05,1.324279503371150746e+00
2.071020000000000000e+05,1.323815822535382214e+00
2.055140000000000000e+05,1.322130105860807925e+00
2.055340000000000000e+05,1.320791978945780043e+00
2.056970000000000000e+05,1.318587872478827805e+00
2.060160000000000000e+05,1.315934580993205705e+00
2.076000000000000000e+05,1.315817153727268707e+00
2.095080000000000000e+05,1.314003478966425664e+00
2.099150000000000000e+05,1.311647818981900526e+00
2.110840000000000000e+05,1.312083062402449762e+00
2.117010000000000000e+05,1.311397286648146032e+00
2.120440000000000000e+05,1.313689806557229556e+00
2.127560000000000000e+05,1.314261132264912701e+00
2.129220000000000000e+05,1.315832035381848009e+00
2.131920000000000000e+05,1.314223148413272924e+00
2.153160000000000000e+05,1.315363598280383961e+00
2.144200000000000000e+05,1.315841857287117334e+00
2.155650000000000000e+05,1.315303543596711311e+00
2.157350000000000000e+05,1.315872323289360990e+00
